"","geoid","cbsa","age_group","estimate","moe"
"1","31460","Madera, CA Metro Area","18-34 (Employed)",305,123
"2","31460","Madera, CA Metro Area","18-34 (Unemployed)",13,33
"3","31460","Madera, CA Metro Area","35-54 (Employed)",560,231
"4","31460","Madera, CA Metro Area","35-54 (Unmployed)",47,42
"5","31460","Madera, CA Metro Area","55-64 (Employed)",599,178
"6","31460","Madera, CA Metro Area","55-64 (Unemployed)",51,40
