"","geoid","cbsa","age_group","estimate","moe"
"1","18860","Crescent City, CA Micro Area","18-34 (Employed)",21,24
"2","18860","Crescent City, CA Micro Area","18-34 (Unemployed)",32,43
"3","18860","Crescent City, CA Micro Area","35-54 (Employed)",369,157
"4","18860","Crescent City, CA Micro Area","35-54 (Unmployed)",49,46
"5","18860","Crescent City, CA Micro Area","55-64 (Employed)",91,65
"6","18860","Crescent City, CA Micro Area","55-64 (Unemployed)",37,45
