"","geoid","county","age_group","estimate","moe"
"1","06069","San Benito","18-34 (Employed)",123,79
"2","06069","San Benito","18-34 (Unemployed)",0,29
"3","06069","San Benito","35-54 (Employed)",470,140
"4","06069","San Benito","35-54 (Unmployed)",10,17
"5","06069","San Benito","55-64 (Employed)",213,82
"6","06069","San Benito","55-64 (Unemployed)",26,29
