"","geoid","county","age_group","estimate","moe"
"1","06007","Butte","18-34 (Employed)",648,204
"2","06007","Butte","18-34 (Unemployed)",23,25
"3","06007","Butte","35-54 (Employed)",1529,258
"4","06007","Butte","35-54 (Unmployed)",94,61
"5","06007","Butte","55-64 (Employed)",877,171
"6","06007","Butte","55-64 (Unemployed)",100,67
