"","geoid","county","age_group","estimate","moe"
"1","06047","Merced","18-34 (Employed)",415,186
"2","06047","Merced","18-34 (Unemployed)",87,89
"3","06047","Merced","35-54 (Employed)",1251,229
"4","06047","Merced","35-54 (Unmployed)",56,41
"5","06047","Merced","55-64 (Employed)",1110,227
"6","06047","Merced","55-64 (Unemployed)",42,47
