"","geoid","county","age_group","estimate","moe"
"1","06033","Lake","18-34 (Employed)",125,103
"2","06033","Lake","18-34 (Unemployed)",0,29
"3","06033","Lake","35-54 (Employed)",396,137
"4","06033","Lake","35-54 (Unmployed)",49,52
"5","06033","Lake","55-64 (Employed)",463,152
"6","06033","Lake","55-64 (Unemployed)",18,19
