"","geoid","county","age_group","estimate","moe"
"1","06115","Yuba","18-34 (Employed)",855,288
"2","06115","Yuba","18-34 (Unemployed)",137,111
"3","06115","Yuba","35-54 (Employed)",1205,313
"4","06115","Yuba","35-54 (Unmployed)",71,55
"5","06115","Yuba","55-64 (Employed)",615,160
"6","06115","Yuba","55-64 (Unemployed)",0,29
