"","geoid","county","age_group","estimate","moe"
"1","06071","San Bernardino","18-34 (Employed)",7904,774
"2","06071","San Bernardino","18-34 (Unemployed)",493,164
"3","06071","San Bernardino","35-54 (Employed)",17279,1022
"4","06071","San Bernardino","35-54 (Unmployed)",858,216
"5","06071","San Bernardino","55-64 (Employed)",9262,606
"6","06071","San Bernardino","55-64 (Unemployed)",503,182
