"","geoid","county","age_group","estimate","moe"
"1","06029","Kern","18-34 (Employed)",3122,493
"2","06029","Kern","18-34 (Unemployed)",353,183
"3","06029","Kern","35-54 (Employed)",6243,587
"4","06029","Kern","35-54 (Unmployed)",529,223
"5","06029","Kern","55-64 (Employed)",3519,461
"6","06029","Kern","55-64 (Unemployed)",216,90
