"","geoid","county","age_group","estimate","moe"
"1","06093","Siskiyou","18-34 (Employed)",51,25
"2","06093","Siskiyou","18-34 (Unemployed)",13,13
"3","06093","Siskiyou","35-54 (Employed)",472,126
"4","06093","Siskiyou","35-54 (Unmployed)",16,12
"5","06093","Siskiyou","55-64 (Employed)",228,81
"6","06093","Siskiyou","55-64 (Unemployed)",24,13
