"","geoid","county","age_group","estimate","moe"
"1","06001","Alameda","18-34 (Employed)",2967,389
"2","06001","Alameda","18-34 (Unemployed)",216,98
"3","06001","Alameda","35-54 (Employed)",8045,518
"4","06001","Alameda","35-54 (Unmployed)",298,101
"5","06001","Alameda","55-64 (Employed)",5806,458
"6","06001","Alameda","55-64 (Unemployed)",261,120
