"","geoid","county","age_group","estimate","moe"
"1","06053","Monterey","18-34 (Employed)",1169,539
"2","06053","Monterey","18-34 (Unemployed)",19,29
"3","06053","Monterey","35-54 (Employed)",2655,405
"4","06053","Monterey","35-54 (Unmployed)",92,61
"5","06053","Monterey","55-64 (Employed)",1539,237
"6","06053","Monterey","55-64 (Unemployed)",82,67
