"","geoid","county","age_group","estimate","moe"
"1","06005","Amador","18-34 (Employed)",26,28
"2","06005","Amador","18-34 (Unemployed)",7,12
"3","06005","Amador","35-54 (Employed)",577,182
"4","06005","Amador","35-54 (Unmployed)",33,40
"5","06005","Amador","55-64 (Employed)",311,133
"6","06005","Amador","55-64 (Unemployed)",0,26
