"","geoid","county","age_group","estimate","moe"
"1","06061","Placer","18-34 (Employed)",1314,219
"2","06061","Placer","18-34 (Unemployed)",45,54
"3","06061","Placer","35-54 (Employed)",4522,494
"4","06061","Placer","35-54 (Unmployed)",74,48
"5","06061","Placer","55-64 (Employed)",2421,285
"6","06061","Placer","55-64 (Unemployed)",214,112
