"","geoid","county","age_group","estimate","moe"
"1","06067","Sacramento","18-34 (Employed)",5823,561
"2","06067","Sacramento","18-34 (Unemployed)",452,140
"3","06067","Sacramento","35-54 (Employed)",12967,745
"4","06067","Sacramento","35-54 (Unmployed)",695,158
"5","06067","Sacramento","55-64 (Employed)",8100,646
"6","06067","Sacramento","55-64 (Unemployed)",609,166
