"","geoid","county","age_group","estimate","moe"
"1","06111","Ventura","18-34 (Employed)",3120,453
"2","06111","Ventura","18-34 (Unemployed)",171,102
"3","06111","Ventura","35-54 (Employed)",6641,540
"4","06111","Ventura","35-54 (Unmployed)",214,104
"5","06111","Ventura","55-64 (Employed)",3910,382
"6","06111","Ventura","55-64 (Unemployed)",148,73
