"","geoid","county","age_group","estimate","moe"
"1","06081","San Mateo","18-34 (Employed)",1296,272
"2","06081","San Mateo","18-34 (Unemployed)",177,188
"3","06081","San Mateo","35-54 (Employed)",4075,469
"4","06081","San Mateo","35-54 (Unmployed)",112,68
"5","06081","San Mateo","55-64 (Employed)",2274,305
"6","06081","San Mateo","55-64 (Unemployed)",177,97
