"","geoid","county","age_group","estimate","moe"
"1","06073","San Diego","18-34 (Employed)",26340,1450
"2","06073","San Diego","18-34 (Unemployed)",1800,357
"3","06073","San Diego","35-54 (Employed)",47822,1417
"4","06073","San Diego","35-54 (Unmployed)",2581,352
"5","06073","San Diego","55-64 (Employed)",24263,844
"6","06073","San Diego","55-64 (Unemployed)",937,198
