"","geoid","county","age_group","estimate","moe"
"1","06027","Inyo","18-34 (Employed)",117,57
"2","06027","Inyo","18-34 (Unemployed)",6,8
"3","06027","Inyo","35-54 (Employed)",167,73
"4","06027","Inyo","35-54 (Unmployed)",14,14
"5","06027","Inyo","55-64 (Employed)",77,40
"6","06027","Inyo","55-64 (Unemployed)",2,4
