"","geoid","county","age_group","estimate","moe"
"1","06103","Tehama","18-34 (Employed)",150,110
"2","06103","Tehama","18-34 (Unemployed)",13,19
"3","06103","Tehama","35-54 (Employed)",576,195
"4","06103","Tehama","35-54 (Unmployed)",24,38
"5","06103","Tehama","55-64 (Employed)",255,98
"6","06103","Tehama","55-64 (Unemployed)",58,50
