"","geoid","county","age_group","estimate","moe"
"1","06049","Modoc","18-34 (Employed)",11,16
"2","06049","Modoc","18-34 (Unemployed)",2,3
"3","06049","Modoc","35-54 (Employed)",70,50
"4","06049","Modoc","35-54 (Unmployed)",10,16
"5","06049","Modoc","55-64 (Employed)",10,14
"6","06049","Modoc","55-64 (Unemployed)",0,17
