"","geoid","county","age_group","estimate","moe"
"1","06045","Mendocino","18-34 (Employed)",119,67
"2","06045","Mendocino","18-34 (Unemployed)",7,12
"3","06045","Mendocino","35-54 (Employed)",729,182
"4","06045","Mendocino","35-54 (Unmployed)",22,30
"5","06045","Mendocino","55-64 (Employed)",705,232
"6","06045","Mendocino","55-64 (Unemployed)",39,37
