"","geoid","county","age_group","estimate","moe"
"1","06037","Los Angeles","18-34 (Employed)",17884,967
"2","06037","Los Angeles","18-34 (Unemployed)",2025,337
"3","06037","Los Angeles","35-54 (Employed)",45287,1333
"4","06037","Los Angeles","35-54 (Unmployed)",2491,292
"5","06037","Los Angeles","55-64 (Employed)",23791,983
"6","06037","Los Angeles","55-64 (Unemployed)",1518,258
