"","geoid","county","age_group","estimate","moe"
"1","06017","El Dorado","18-34 (Employed)",480,140
"2","06017","El Dorado","18-34 (Unemployed)",11,16
"3","06017","El Dorado","35-54 (Employed)",1744,301
"4","06017","El Dorado","35-54 (Unmployed)",97,74
"5","06017","El Dorado","55-64 (Employed)",1290,250
"6","06017","El Dorado","55-64 (Unemployed)",93,61
