"","geoid","county","age_group","estimate","moe"
"1","06089","Shasta","18-34 (Employed)",883,229
"2","06089","Shasta","18-34 (Unemployed)",45,43
"3","06089","Shasta","35-54 (Employed)",1598,250
"4","06089","Shasta","35-54 (Unmployed)",148,67
"5","06089","Shasta","55-64 (Employed)",947,179
"6","06089","Shasta","55-64 (Unemployed)",39,29
