"","geoid","county","age_group","estimate","moe"
"1","06041","Marin","18-34 (Employed)",552,242
"2","06041","Marin","18-34 (Unemployed)",16,24
"3","06041","Marin","35-54 (Employed)",850,203
"4","06041","Marin","35-54 (Unmployed)",36,40
"5","06041","Marin","55-64 (Employed)",778,230
"6","06041","Marin","55-64 (Unemployed)",53,50
