"","geoid","county","age_group","estimate","moe"
"1","06009","Calaveras","18-34 (Employed)",89,67
"2","06009","Calaveras","18-34 (Unemployed)",0,26
"3","06009","Calaveras","35-54 (Employed)",445,147
"4","06009","Calaveras","35-54 (Unmployed)",23,29
"5","06009","Calaveras","55-64 (Employed)",401,141
"6","06009","Calaveras","55-64 (Unemployed)",12,20
