"","geoid","county","age_group","estimate","moe"
"1","06113","Yolo","18-34 (Employed)",585,174
"2","06113","Yolo","18-34 (Unemployed)",30,28
"3","06113","Yolo","35-54 (Employed)",1562,305
"4","06113","Yolo","35-54 (Unmployed)",64,52
"5","06113","Yolo","55-64 (Employed)",787,221
"6","06113","Yolo","55-64 (Unemployed)",15,22
