"","geoid","county","age_group","estimate","moe"
"1","06101","Sutter","18-34 (Employed)",769,218
"2","06101","Sutter","18-34 (Unemployed)",9,13
"3","06101","Sutter","35-54 (Employed)",1051,191
"4","06101","Sutter","35-54 (Unmployed)",115,63
"5","06101","Sutter","55-64 (Employed)",638,125
"6","06101","Sutter","55-64 (Unemployed)",57,42
