"","geoid","county","age_group","estimate","moe"
"1","06063","Plumas","18-34 (Employed)",76,69
"2","06063","Plumas","18-34 (Unemployed)",0,19
"3","06063","Plumas","35-54 (Employed)",247,110
"4","06063","Plumas","35-54 (Unmployed)",11,17
"5","06063","Plumas","55-64 (Employed)",164,72
"6","06063","Plumas","55-64 (Unemployed)",37,36
