"","geoid","county","age_group","estimate","moe"
"1","06003","Alpine","18-34 (Employed)",0,12
"2","06003","Alpine","18-34 (Unemployed)",0,12
"3","06003","Alpine","35-54 (Employed)",2,4
"4","06003","Alpine","35-54 (Unmployed)",0,12
"5","06003","Alpine","55-64 (Employed)",3,4
"6","06003","Alpine","55-64 (Unemployed)",0,12
