"","geoid","county","age_group","estimate","moe"
"1","06095","Solano","18-34 (Employed)",2475,436
"2","06095","Solano","18-34 (Unemployed)",228,114
"3","06095","Solano","35-54 (Employed)",6920,611
"4","06095","Solano","35-54 (Unmployed)",242,102
"5","06095","Solano","55-64 (Employed)",4084,427
"6","06095","Solano","55-64 (Unemployed)",134,64
