"","geoid","county","age_group","estimate","moe"
"1","06099","Stanislaus","18-34 (Employed)",1374,289
"2","06099","Stanislaus","18-34 (Unemployed)",79,65
"3","06099","Stanislaus","35-54 (Employed)",3455,419
"4","06099","Stanislaus","35-54 (Unmployed)",147,78
"5","06099","Stanislaus","55-64 (Employed)",2050,351
"6","06099","Stanislaus","55-64 (Unemployed)",204,163
