"","geoid","county","age_group","estimate","moe"
"1","06079","San Luis Obispo","18-34 (Employed)",903,276
"2","06079","San Luis Obispo","18-34 (Unemployed)",19,28
"3","06079","San Luis Obispo","35-54 (Employed)",1851,353
"4","06079","San Luis Obispo","35-54 (Unmployed)",13,23
"5","06079","San Luis Obispo","55-64 (Employed)",1423,308
"6","06079","San Luis Obispo","55-64 (Unemployed)",107,74
