"","geoid","county","age_group","estimate","moe"
"1","06031","Kings","18-34 (Employed)",1708,370
"2","06031","Kings","18-34 (Unemployed)",85,67
"3","06031","Kings","35-54 (Employed)",2257,428
"4","06031","Kings","35-54 (Unmployed)",27,37
"5","06031","Kings","55-64 (Employed)",854,175
"6","06031","Kings","55-64 (Unemployed)",36,39
