"","geoid","county","age_group","estimate","moe"
"1","06107","Tulare","18-34 (Employed)",1550,384
"2","06107","Tulare","18-34 (Unemployed)",122,73
"3","06107","Tulare","35-54 (Employed)",1907,363
"4","06107","Tulare","35-54 (Unmployed)",121,101
"5","06107","Tulare","55-64 (Employed)",1663,330
"6","06107","Tulare","55-64 (Unemployed)",49,42
