"","geoid","county","age_group","estimate","moe"
"1","06013","Contra Costa","18-34 (Employed)",1494,274
"2","06013","Contra Costa","18-34 (Unemployed)",167,83
"3","06013","Contra Costa","35-54 (Employed)",8005,652
"4","06013","Contra Costa","35-54 (Unmployed)",443,152
"5","06013","Contra Costa","55-64 (Employed)",5050,552
"6","06013","Contra Costa","55-64 (Unemployed)",139,75
