"","county","place","age_group","estimate","moe"
"1","San Benito","Hollister city","18-64",727,179
"2","San Benito","Hollister city","65+",639,143
"3","San Benito","Ridgemark CDP","18-64",90,51
"4","San Benito","Ridgemark CDP","65+",219,42
"5","San Benito","San Juan Bautista city","18-64",31,31
"6","San Benito","San Juan Bautista city","65+",38,27
"7","San Benito","Tres Pinos CDP","18-64",15,13
"8","San Benito","Tres Pinos CDP","65+",34,20
