"","geoid","cbsa","education","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","40900","Sacramento-Roseville-Folsom, CA Metro Area","Less than high school graduate",5143,414,123497,1952,0.041644736309384,0.00328704906399143
"2","40900","Sacramento-Roseville-Folsom, CA Metro Area","High school graduate (includes equivalency)",23246,1001,123497,1952,0.188231293067848,0.00753967543659684
"3","40900","Sacramento-Roseville-Folsom, CA Metro Area","Some college or associate's degree",53257,1335,123497,1952,0.431241244726593,0.00839015936689361
"4","40900","Sacramento-Roseville-Folsom, CA Metro Area","Bachelor's degree or higher",41851,1172,123497,1952,0.338882725896176,0.00783397542132337
