"","geoid","cbsa","education","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","40140","Riverside-San Bernardino-Ontario, CA Metro Area","Less than high school graduate",11521,778,209700,3036,0.0549403910348116,0.00362379237349605
"2","40140","Riverside-San Bernardino-Ontario, CA Metro Area","High school graduate (includes equivalency)",44942,1309,209700,3036,0.214315689079638,0.00541647224918225
"3","40140","Riverside-San Bernardino-Ontario, CA Metro Area","Some college or associate's degree",95421,2599,209700,3036,0.455035765379113,0.0104979930752458
"4","40140","Riverside-San Bernardino-Ontario, CA Metro Area","Bachelor's degree or higher",57816,1494,209700,3036,0.275708154506438,0.00590124346808922
