"","geoid","cbsa","education","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","46700","Vallejo, CA Metro Area","Less than high school graduate",1104,171,32780,1049,0.0336790726052471,0.0051040451819991
"2","46700","Vallejo, CA Metro Area","High school graduate (includes equivalency)",7051,466,32780,1049,0.21510067114094,0.0124383233724303
"3","46700","Vallejo, CA Metro Area","Some college or associate's degree",15907,726,32780,1049,0.485265405735204,0.0157913254696478
"4","46700","Vallejo, CA Metro Area","Bachelor's degree or higher",8718,645,32780,1049,0.265954850518609,0.0177407659473814
