"","geoid","cbsa","education","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","21700","Eureka-Arcata, CA Micro Area","Less than high school graduate",529,169,7922,567,0.0667760666498359,0.0207907320581343
"2","21700","Eureka-Arcata, CA Micro Area","High school graduate (includes equivalency)",1543,256,7922,567,0.194774046957839,0.0291534813968702
"3","21700","Eureka-Arcata, CA Micro Area","Some college or associate's degree",3378,396,7922,567,0.426407472860389,0.0395893519300846
"4","21700","Eureka-Arcata, CA Micro Area","Bachelor's degree or higher",2472,369,7922,567,0.312042413531936,0.0408756658640523
