"","geoid","cbsa","education","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","34900","Napa, CA Metro Area","Less than high school graduate",174,85,7269,489,0.023937267849773,0.0115820847372275
"2","34900","Napa, CA Metro Area","High school graduate (includes equivalency)",1270,168,7269,489,0.174714541202366,0.0199001289924929
"3","34900","Napa, CA Metro Area","Some college or associate's degree",2871,383,7269,489,0.394964919521255,0.0454996164356904
"4","34900","Napa, CA Metro Area","Bachelor's degree or higher",2954,272,7269,489,0.406383271426606,0.0255502900624521
