"","geoid","cbsa","education","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","31460","Madera, CA Metro Area","Less than high school graduate",515,161,6235,473,0.082598235765838,0.0250501617626532
"2","31460","Madera, CA Metro Area","High school graduate (includes equivalency)",1542,295,6235,473,0.247313552526063,0.0434346658633538
"3","31460","Madera, CA Metro Area","Some college or associate's degree",2838,332,6235,473,0.455172413793103,0.0405337460596092
"4","31460","Madera, CA Metro Area","Bachelor's degree or higher",1340,256,6235,473,0.214915797914996,0.0376826847661976
