"","geoid","cbsa","education","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","33700","Modesto, CA Metro Area","Less than high school graduate",1568,230,20727,961,0.0756501182033097,0.010527718919232
"2","33700","Modesto, CA Metro Area","High school graduate (includes equivalency)",5554,589,20727,961,0.267959666135958,0.0255573086629934
"3","33700","Modesto, CA Metro Area","Some college or associate's degree",9335,689,20727,961,0.450378733053505,0.0258643579080105
"4","33700","Modesto, CA Metro Area","Bachelor's degree or higher",4270,531,20727,961,0.206011482607227,0.0237715536850415
