"","geoid","cbsa","education","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","43760","Sonora, CA Micro Area","Less than high school graduate",285,129,5115,454,0.0557184750733138,0.0247302963601079
"2","43760","Sonora, CA Micro Area","High school graduate (includes equivalency)",1545,298,5115,454,0.302052785923754,0.0517249089141731
"3","43760","Sonora, CA Micro Area","Some college or associate's degree",2249,353,5115,454,0.439687194525904,0.0569185840249915
"4","43760","Sonora, CA Micro Area","Bachelor's degree or higher",1036,236,5115,454,0.202541544477028,0.0424924279686656
